Average_Cost_for_two,Table_booking,Online_delivery,delivering_now,Price_range,Aggregate_rating,Rating_color,Rating_text,Votes
100,No,No,No,3,4.2,Green,Very Good,228
180,No,No,No,4,4.6,Dark Green,Excellent,81
230,No,No,No,4,4.1,Green,Very Good,422
350,Yes,Yes,No,4,4.4,Green,Very Good,246
120,Yes,Yes,No,3,4,Green,Very Good,355
60,No,Yes,No,2,3.6,Yellow,Good,268
100,No,Yes,No,3,4.5,Dark Green,Excellent,162
250,No,Yes,No,4,4,Green,Very Good,205
50,No,Yes,No,2,4,Green,Very Good,277
70,No,Yes,No,2,4,Green,Very Good,380
80,Yes,Yes,No,3,4.3,Green,Very Good,180
100,No,Yes,No,3,4,Green,Very Good,525
330,Yes,No,No,4,4.9,Dark Green,Excellent,216
500,Yes,No,No,4,4.7,Dark Green,Excellent,201
250,No,No,No,4,4.2,Green,Very Good,435
200,No,No,No,4,4.6,Dark Green,Excellent,586
280,Yes,No,No,3,3.9,Yellow,Good,927
90,Yes,Yes,No,2,4.1,Green,Very Good,1448
90,Yes,Yes,No,2,4.3,Green,Very Good,1281
150,Yes,No,No,3,4.5,Dark Green,Excellent,307
200,Yes,No,No,3,4.5,Dark Green,Excellent,909
160,Yes,No,No,3,4.9,Dark Green,Excellent,641
500,Yes,No,No,4,4.9,Dark Green,Excellent,322
160,Yes,No,No,3,4.8,Dark Green,Excellent,2510
300,No,No,No,4,4.5,Dark Green,Excellent,1388
140,No,Yes,No,3,4.5,Dark Green,Excellent,403
100,No,No,No,3,4.3,Green,Very Good,1351
160,No,No,No,3,4.3,Green,Very Good,661
150,Yes,No,No,3,4.4,Green,Very Good,281
500,Yes,No,No,4,4.9,Dark Green,Excellent,1352
150,Yes,Yes,No,3,4.4,Green,Very Good,552
285,No,No,No,3,3.2,Orange,Average,506
270,No,No,No,3,4.7,Dark Green,Excellent,2424
170,No,No,No,3,4.3,Green,Very Good,386
250,No,Yes,No,3,3.7,Yellow,Good,500
130,Yes,Yes,No,3,4.3,Green,Very Good,544
85,No,Yes,No,3,3.9,Yellow,Good,285
70,No,Yes,No,3,3.8,Yellow,Good,210
120,No,Yes,No,4,4.1,Green,Very Good,372
65,No,No,No,3,4.3,Green,Very Good,316
110,No,Yes,No,4,3.9,Yellow,Good,69
40,No,No,No,2,4.1,Green,Very Good,33
100,No,Yes,No,4,4.1,Green,Very Good,449
80,No,Yes,No,3,4.2,Green,Very Good,504
90,No,Yes,No,3,4.1,Green,Very Good,192
80,No,No,No,3,2.4,Red,Poor,154
50,No,No,No,2,4.2,Green,Very Good,142
60,No,No,No,3,4.2,Green,Very Good,444
160,No,Yes,No,4,4.2,Green,Very Good,265
130,No,Yes,No,4,3.8,Yellow,Good,227
250,No,Yes,No,4,3.9,Yellow,Good,357
60,No,No,No,3,4.8,Dark Green,Excellent,459
250,No,Yes,No,4,4.1,Green,Very Good,197
150,No,No,No,4,4.5,Dark Green,Excellent,143
50,No,No,No,2,3.8,Yellow,Good,12
110,No,No,No,4,4.2,Green,Very Good,43
850,No,No,No,3,3.9,Yellow,Good,140
700,No,No,No,2,3.5,Yellow,Good,71
500,No,No,No,2,3.6,Yellow,Good,94
400,No,No,No,2,4,Green,Very Good,87
1000,No,No,No,3,4.2,Green,Very Good,177
2000,No,No,No,4,4,Green,Very Good,45
2500,No,No,No,4,4.3,Green,Very Good,133
2500,No,No,No,4,4,Green,Very Good,41
800,No,No,No,3,3.6,Yellow,Good,59
3600,No,No,No,4,3.8,Yellow,Good,46
0,No,No,No,1,3.9,Yellow,Good,103
550,No,No,No,2,4.1,Green,Very Good,121
1100,No,No,No,3,3.4,Orange,Average,70
0,No,No,No,1,4.9,Dark Green,Excellent,77
1500,No,No,No,4,3.8,Yellow,Good,57
0,No,No,No,1,3.9,Yellow,Good,98
900,No,No,No,3,3.7,Yellow,Good,175
700,No,No,No,2,4.4,Green,Very Good,134
1000,No,No,No,3,4.2,Green,Very Good,166
700,No,No,No,2,4.1,Green,Very Good,168
900,No,No,No,3,4.2,Green,Very Good,1582
1800,No,No,No,4,3.7,Yellow,Good,1315
300,No,Yes,No,1,4.5,Dark Green,Excellent,217
800,No,No,No,3,4.1,Green,Very Good,769
900,No,Yes,No,3,4.3,Green,Very Good,731
500,No,Yes,No,2,4.4,Green,Very Good,113
1000,No,Yes,No,3,4.4,Green,Very Good,944
1000,No,Yes,No,3,3.8,Yellow,Good,63
1400,No,No,No,3,3.6,Yellow,Good,375
350,No,No,No,2,4.6,Dark Green,Excellent,166
450,No,No,No,2,4.4,Green,Very Good,697
900,No,No,No,3,4.3,Green,Very Good,325
600,No,Yes,No,2,3.8,Yellow,Good,432
700,No,Yes,No,2,4.3,Green,Very Good,744
700,No,Yes,No,2,4,Green,Very Good,404
600,No,Yes,No,2,4.4,Green,Very Good,317
950,No,Yes,No,3,4.5,Dark Green,Excellent,1138
1200,No,No,No,3,4.1,Green,Very Good,1041
1200,No,No,No,3,4.1,Green,Very Good,192
550,No,Yes,No,2,3.9,Yellow,Good,166
1200,No,No,No,3,4,Green,Very Good,535
500,No,No,No,3,3.4,Orange,Average,57
350,No,No,No,2,3.3,Orange,Average,76
500,No,No,No,3,3.2,Orange,Average,51
600,No,No,No,3,3.4,Orange,Average,99
600,No,No,No,3,3.4,Orange,Average,83
600,No,No,No,3,3.4,Orange,Average,18
500,No,No,No,3,3.4,Orange,Average,58
400,No,No,No,2,3.3,Orange,Average,53
800,No,No,No,3,3.2,Orange,Average,6
700,No,No,No,3,3.4,Orange,Average,35
400,No,No,No,2,3.4,Orange,Average,32
500,No,No,No,3,3.2,Orange,Average,151
0,No,No,No,1,3.3,Orange,Average,49
500,No,No,No,3,3.4,Orange,Average,106
1000,No,No,No,4,3.6,Yellow,Good,59
200,No,No,No,1,3.7,Yellow,Good,105
500,No,No,No,3,3.5,Yellow,Good,105
500,No,No,No,3,3.6,Yellow,Good,57
400,No,No,No,2,3.5,Yellow,Good,134
800,No,No,No,3,3.3,Orange,Average,58
700,No,No,No,2,3.4,Orange,Average,345
300,No,No,No,1,3.9,Yellow,Good,151
100,No,No,No,1,4,Green,Very Good,52
800,No,No,No,3,3.4,Orange,Average,122
150,No,No,No,1,3.6,Yellow,Good,56
300,No,No,No,1,3.5,Yellow,Good,91
500,No,No,No,2,3.4,Orange,Average,26
1200,No,No,No,3,3.4,Orange,Average,98
400,No,No,No,2,3.5,Yellow,Good,111
700,No,No,No,2,3.6,Yellow,Good,51
200,No,No,No,1,3.9,Yellow,Good,206
600,No,No,No,2,3.4,Orange,Average,44
500,No,No,No,2,3.7,Yellow,Good,94
500,No,No,No,2,3.5,Yellow,Good,461
500,No,No,No,2,3.8,Yellow,Good,276
400,No,No,No,2,3.8,Yellow,Good,71
100,No,No,No,1,4.1,Green,Very Good,104
500,No,No,No,2,4.1,Green,Very Good,878
500,No,No,No,2,3.8,Yellow,Good,192
1000,No,No,No,3,3.5,Yellow,Good,96
150,No,No,No,1,4.1,Green,Very Good,140
800,No,No,No,3,3.6,Yellow,Good,240
850,No,No,No,3,3.3,Orange,Average,65
600,No,No,No,2,3.3,Orange,Average,63
700,No,No,No,2,3.1,Orange,Average,19
350,No,No,No,2,3.4,Orange,Average,46
450,No,No,No,2,3.4,Orange,Average,75
1800,No,No,No,4,3.4,Orange,Average,94
500,No,No,No,2,3.3,Orange,Average,47
500,No,No,No,2,3.4,Orange,Average,71
1000,No,No,No,3,3.6,Yellow,Good,73
300,No,No,No,1,3.5,Yellow,Good,21
400,No,No,No,2,3.3,Orange,Average,46
700,No,No,No,2,3.3,Orange,Average,45
450,No,No,No,2,3.4,Orange,Average,34
450,No,No,No,2,3.7,Yellow,Good,89
400,No,No,No,2,3.2,Orange,Average,8
650,No,No,No,2,3.4,Orange,Average,39
600,No,No,No,2,3.3,Orange,Average,74
450,No,No,No,2,3.3,Orange,Average,76
500,No,No,No,2,3.3,Orange,Average,71
1300,Yes,Yes,No,3,4.1,Green,Very Good,2416
2400,Yes,Yes,No,4,4.7,Dark Green,Excellent,2369
2000,No,No,No,4,4.8,Dark Green,Excellent,10934
1300,Yes,No,No,3,3.9,Yellow,Good,1354
1500,No,Yes,No,3,4.2,Green,Very Good,231
800,No,No,No,2,4,Green,Very Good,3533
600,No,Yes,No,2,4.3,Green,Very Good,1413
600,No,No,No,2,4.6,Dark Green,Excellent,781
950,No,No,No,2,4.7,Dark Green,Excellent,276
800,No,Yes,No,2,4.7,Dark Green,Excellent,9667
1400,Yes,No,No,3,4.1,Green,Very Good,5385
400,No,Yes,No,1,4.3,Green,Very Good,753
1500,No,No,No,3,4.5,Dark Green,Excellent,1288
1400,No,No,No,3,4.6,Dark Green,Excellent,6907
1200,Yes,No,No,3,4.4,Green,Very Good,983
600,No,No,No,2,4.6,Dark Green,Excellent,627
1200,No,No,No,3,4.2,Green,Very Good,334
1800,Yes,Yes,No,3,4.5,Dark Green,Excellent,5705
1400,No,No,No,3,3.9,Yellow,Good,405
1500,No,No,No,3,4.4,Green,Very Good,754
200,No,No,No,1,3.3,Orange,Average,51
600,No,No,No,2,3.4,Orange,Average,63
250,No,No,No,1,4.9,Dark Green,Excellent,427
700,No,No,No,2,3.9,Yellow,Good,126
500,No,No,No,2,4.2,Green,Very Good,223
1000,No,No,No,3,4,Green,Very Good,257
1000,No,No,No,3,4,Green,Very Good,103
650,No,No,No,2,4.1,Green,Very Good,118
600,No,No,No,2,3.8,Yellow,Good,98
500,No,No,No,2,3.8,Yellow,Good,33
550,No,No,No,2,3.5,Yellow,Good,175
500,No,No,No,2,3.6,Yellow,Good,111
350,No,No,No,2,3.6,Yellow,Good,20
500,No,No,No,2,4.1,Green,Very Good,103
400,No,No,No,2,4.4,Green,Very Good,243
400,No,No,No,2,4.1,Green,Very Good,238
1800,No,No,No,4,4.3,Green,Very Good,128
500,No,No,No,2,3.9,Yellow,Good,161
900,No,No,No,3,3.8,Yellow,Good,79
500,No,No,No,2,4.3,Green,Very Good,120
500,No,No,No,2,3.9,Yellow,Good,289
550,No,No,No,2,4.1,Green,Very Good,379
1200,No,No,No,3,4.6,Dark Green,Excellent,154
600,No,No,No,2,4.5,Dark Green,Excellent,145
500,No,No,No,2,3.9,Yellow,Good,247
500,No,No,No,2,4,Green,Very Good,145
850,No,No,No,2,3.7,Yellow,Good,118
1400,No,No,No,3,4.1,Green,Very Good,256
450,No,No,No,1,3.6,Yellow,Good,173
600,No,No,No,2,3.8,Yellow,Good,424
450,No,No,No,1,3.7,Yellow,Good,338
500,No,No,No,2,3.7,Yellow,Good,228
450,No,No,No,1,3.8,Yellow,Good,253
900,No,No,No,2,4,Green,Very Good,90
400,No,No,No,1,4,Green,Very Good,197
800,No,No,No,2,4.3,Green,Very Good,69
300,No,No,No,1,4.1,Green,Very Good,199
500,No,No,No,2,3.8,Yellow,Good,56
900,No,No,No,2,4.2,Green,Very Good,49
1500,No,No,No,3,4.3,Green,Very Good,345
400,No,No,No,1,3.5,Yellow,Good,89
850,No,Yes,Yes,2,3.7,Yellow,Good,665
1600,No,No,No,3,4.2,Green,Very Good,676
1400,No,Yes,No,3,4.3,Green,Very Good,970
1600,No,No,No,3,4.1,Green,Very Good,300
1400,No,No,No,3,4,Green,Very Good,428
1200,No,No,No,3,4,Green,Very Good,1022
1300,No,No,No,3,4.5,Dark Green,Excellent,1450
1800,No,No,No,3,4.3,Green,Very Good,228
700,No,No,No,2,3.8,Yellow,Good,982
1000,No,Yes,No,3,3.4,Orange,Average,502
650,No,No,No,2,4.1,Green,Very Good,698
650,No,No,No,2,4.1,Green,Very Good,397
450,No,Yes,No,1,4,Green,Very Good,265
600,No,Yes,No,2,4.2,Green,Very Good,252
800,No,No,No,2,3.3,Orange,Average,86
2200,No,No,No,4,4.4,Green,Very Good,817
500,No,Yes,No,2,4.5,Dark Green,Excellent,249
600,No,No,No,2,4,Green,Very Good,356
800,Yes,Yes,No,2,4.2,Green,Very Good,1810
800,Yes,Yes,No,2,3.8,Yellow,Good,519
750,Yes,Yes,No,2,4.4,Green,Very Good,1504
850,Yes,Yes,No,2,4.2,Green,Very Good,841
1700,Yes,Yes,No,3,4.8,Dark Green,Excellent,1262
450,No,Yes,No,1,4.2,Green,Very Good,191
350,No,No,No,1,4.6,Dark Green,Excellent,1510
1100,No,No,No,3,4.1,Green,Very Good,1004
1500,Yes,Yes,No,3,4,Green,Very Good,1820
1200,Yes,Yes,No,3,4.6,Dark Green,Excellent,1753
1000,Yes,No,No,3,4.2,Green,Very Good,1714
900,No,Yes,No,2,3.8,Yellow,Good,1317
1200,Yes,Yes,No,3,4.3,Green,Very Good,1607
850,Yes,Yes,No,2,4.4,Green,Very Good,645
850,Yes,Yes,No,2,4.3,Green,Very Good,742
1500,Yes,Yes,No,3,4.5,Dark Green,Excellent,1210
2000,No,No,No,4,4.4,Green,Very Good,3848
1600,No,No,No,3,4.9,Dark Green,Excellent,859
1400,No,No,No,3,4.6,Dark Green,Excellent,1267
900,Yes,No,No,2,4,Green,Very Good,2272
800,No,Yes,No,3,4.6,Dark Green,Excellent,202
600,No,No,No,2,3.9,Yellow,Good,318
400,No,Yes,No,2,3.8,Yellow,Good,124
600,No,Yes,No,2,3.5,Yellow,Good,274
500,No,No,No,2,4.3,Green,Very Good,147
1200,No,Yes,No,3,4.1,Green,Very Good,243
450,No,No,No,2,3.8,Yellow,Good,24
350,No,No,No,2,4.5,Dark Green,Excellent,380
1200,No,No,No,3,3.8,Yellow,Good,221
700,No,Yes,No,2,3.9,Yellow,Good,85
1200,No,No,No,3,4.2,Green,Very Good,40
600,No,Yes,No,2,4,Green,Very Good,132
1000,No,No,No,3,4,Green,Very Good,203
1500,No,No,No,4,4,Green,Very Good,215
400,No,No,No,2,4.3,Green,Very Good,225
1400,No,No,No,3,4.2,Green,Very Good,299
350,No,Yes,No,2,4.9,Dark Green,Excellent,200
700,No,No,No,2,4.2,Green,Very Good,221
300,No,No,No,1,4.3,Green,Very Good,161
1400,No,No,No,3,4.4,Green,Very Good,505
800,No,No,No,3,3.6,Yellow,Good,102
500,No,No,No,3,3.8,Yellow,Good,115
650,No,No,No,3,3.9,Yellow,Good,141
1000,No,No,No,4,3.9,Yellow,Good,173
750,No,No,No,3,4.2,Green,Very Good,406
1500,No,No,No,4,4.9,Dark Green,Excellent,50
0,No,No,No,1,4.3,Green,Very Good,63
1250,No,No,No,4,4,Green,Very Good,98
550,No,No,No,3,3.8,Yellow,Good,230
500,No,No,No,3,4,Green,Very Good,94
350,No,No,No,2,4.1,Green,Very Good,64
700,No,No,No,3,3.9,Yellow,Good,131
600,No,No,No,3,3.9,Yellow,Good,101
600,No,No,No,3,3.9,Yellow,Good,121
400,No,No,No,2,3.9,Yellow,Good,39
1600,No,No,No,4,4.4,Green,Very Good,66
1200,No,No,No,4,4,Green,Very Good,175
500,No,No,No,3,4.1,Green,Very Good,104
500,No,No,No,3,4.2,Green,Very Good,68
600,No,No,No,3,4.2,Green,Very Good,89
250,No,No,No,1,2.9,Orange,Average,4
500,No,No,No,2,2.8,Orange,Average,16
150,No,No,No,1,2.8,Orange,Average,8
150,No,No,No,1,2.9,Orange,Average,8
100,No,No,No,1,2.8,Orange,Average,7
300,No,No,No,1,3,Orange,Average,4
100,No,No,No,1,0,White,Not rated,1
100,No,No,No,1,0,White,Not rated,3
400,No,No,No,1,0,White,Not rated,3
300,No,No,No,1,0,White,Not rated,0
300,No,No,No,1,2.9,Orange,Average,4
350,No,No,No,1,3,Orange,Average,7
300,No,No,No,1,2.9,Orange,Average,11
200,No,No,No,1,0,White,Not rated,1
300,No,No,No,1,0,White,Not rated,0
400,No,No,No,1,0,White,Not rated,0
600,No,Yes,No,2,2.8,Orange,Average,49
500,No,No,No,2,3.4,Orange,Average,58
700,No,No,No,2,3.4,Orange,Average,233
1100,No,Yes,No,3,3.8,Yellow,Good,508
600,No,Yes,No,2,3.6,Yellow,Good,98
900,No,Yes,No,2,3.6,Yellow,Good,59
300,No,No,No,1,0,White,Not rated,0
200,No,No,No,1,0,White,Not rated,1
500,No,No,No,2,0,White,Not rated,2
500,No,Yes,No,2,2.1,Red,Poor,57
1600,No,No,No,3,4,Green,Very Good,299
1300,No,Yes,No,3,4.1,Green,Very Good,239
400,No,No,No,1,3.2,Orange,Average,16
200,No,Yes,No,1,2.7,Orange,Average,16
800,No,Yes,No,2,3.4,Orange,Average,48
1000,Yes,No,No,3,2.4,Red,Poor,25
200,No,No,No,1,0,White,Not rated,3
250,No,No,No,1,2.8,Orange,Average,12
200,No,No,No,1,0,White,Not rated,2
1200,Yes,No,No,3,0,White,Not rated,0
1500,No,No,No,3,0,White,Not rated,0
1500,Yes,No,No,3,0,White,Not rated,0
100,No,No,No,1,0,White,Not rated,2
1500,Yes,No,No,3,0,White,Not rated,3
300,No,No,No,1,0,White,Not rated,0
500,No,No,No,2,0,White,Not rated,0
500,No,No,No,2,0,White,Not rated,0
400,No,No,No,1,0,White,Not rated,0
1000,No,No,No,3,3,Orange,Average,15
500,No,No,No,2,3.2,Orange,Average,19
500,No,No,No,2,2.8,Orange,Average,8
300,No,No,No,1,0,White,Not rated,0
450,No,No,No,1,2.8,Orange,Average,20
500,No,No,No,2,3.1,Orange,Average,11
150,No,No,No,1,3,Orange,Average,11
450,No,Yes,No,1,3.1,Orange,Average,7
700,Yes,No,No,2,2.9,Orange,Average,13
400,No,No,No,1,0,White,Not rated,0
700,No,No,No,2,0,White,Not rated,3
500,No,No,No,2,0,White,Not rated,0
800,Yes,Yes,No,2,3.3,Orange,Average,25
300,No,No,No,1,3,Orange,Average,22
450,No,No,No,1,2.6,Orange,Average,26
700,No,Yes,No,2,2.9,Orange,Average,16
200,No,No,No,1,2.9,Orange,Average,7
1500,Yes,Yes,No,3,3.1,Orange,Average,28
550,No,No,No,2,0,White,Not rated,0
400,No,No,No,1,0,White,Not rated,0
100,No,No,No,1,0,White,Not rated,0
600,No,Yes,No,2,3.2,Orange,Average,31
400,No,No,No,1,3.4,Orange,Average,70
450,No,No,No,1,3.3,Orange,Average,67
600,No,No,No,2,2.7,Orange,Average,35
500,No,Yes,No,2,3.4,Orange,Average,22
200,No,No,No,1,3.3,Orange,Average,17
600,No,Yes,No,2,2.6,Orange,Average,39
500,No,No,No,2,3.3,Orange,Average,35
500,No,No,No,2,3.4,Orange,Average,35
400,No,No,No,1,2.7,Orange,Average,32
950,No,No,No,2,2.6,Orange,Average,14
600,No,No,No,2,2.7,Orange,Average,17
300,No,No,No,1,3.4,Orange,Average,35
1000,No,No,No,3,4.5,Dark Green,Excellent,799
400,No,Yes,No,1,3.6,Yellow,Good,62
300,No,Yes,No,1,3.5,Yellow,Good,24
900,Yes,No,No,2,3.8,Yellow,Good,134
400,No,No,No,1,3.5,Yellow,Good,26
400,No,No,No,1,3.6,Yellow,Good,93
650,No,No,No,2,3.7,Yellow,Good,280
400,No,No,No,1,3.6,Yellow,Good,70
350,No,No,No,1,3.5,Yellow,Good,31
250,No,No,No,1,3.6,Yellow,Good,25
150,No,No,No,1,3.5,Yellow,Good,18
400,No,No,No,1,3.6,Yellow,Good,27
750,No,Yes,No,2,3.8,Yellow,Good,27
400,No,No,No,1,3.5,Yellow,Good,39
400,No,No,No,1,3.6,Yellow,Good,126
150,No,No,No,1,3.8,Yellow,Good,75
500,No,No,No,2,3.5,Yellow,Good,143
650,No,Yes,No,2,4.1,Green,Very Good,153
400,No,No,No,1,2.9,Orange,Average,43
300,No,Yes,No,1,2.9,Orange,Average,4
400,No,No,No,1,2.5,Orange,Average,25
400,No,No,No,1,3.1,Orange,Average,26
500,No,No,No,2,3,Orange,Average,4
250,No,No,No,1,3.4,Orange,Average,22
800,Yes,No,No,2,3.3,Orange,Average,14
300,No,No,No,1,3.1,Orange,Average,8
400,No,No,No,1,3.1,Orange,Average,8
400,No,No,No,1,0,White,Not rated,0
300,No,No,No,1,0,White,Not rated,0
300,No,No,No,1,0,White,Not rated,0
300,No,No,No,1,0,White,Not rated,0
250,No,No,No,1,0,White,Not rated,2
250,No,No,No,1,0,White,Not rated,0
400,No,No,No,1,0,White,Not rated,0
500,No,No,No,2,0,White,Not rated,0
400,No,No,No,1,2.8,Orange,Average,20
700,No,No,No,2,2.7,Orange,Average,39
600,No,Yes,No,2,2.7,Orange,Average,56
500,No,No,No,2,2.7,Orange,Average,43
300,No,No,No,1,2.8,Orange,Average,9
400,No,No,No,1,2.7,Orange,Average,20
100,No,No,No,1,3.2,Orange,Average,41
500,No,No,No,2,3.4,Orange,Average,18
700,No,Yes,No,2,3.3,Orange,Average,76
700,Yes,Yes,No,2,0,White,Not rated,1
200,No,No,No,1,3,Orange,Average,6
700,No,Yes,No,2,3.3,Orange,Average,219
200,No,No,No,1,2.8,Orange,Average,11
100,No,No,No,1,3.1,Orange,Average,12
350,No,No,No,1,2.8,Orange,Average,13
200,No,No,No,1,3,Orange,Average,7
200,No,No,No,1,0,White,Not rated,1
250,No,No,No,1,0,White,Not rated,0
400,No,No,No,1,0,White,Not rated,1
300,No,No,No,1,0,White,Not rated,3
400,No,No,No,1,0,White,Not rated,0
500,No,No,No,2,0,White,Not rated,1
300,No,No,No,1,0,White,Not rated,3
100,No,No,No,1,0,White,Not rated,2
700,Yes,No,No,2,0,White,Not rated,0
300,No,No,No,1,0,White,Not rated,0
650,No,Yes,No,2,2.6,Orange,Average,15
200,No,No,No,1,2.9,Orange,Average,5
200,No,No,No,1,0,White,Not rated,0
400,No,No,No,1,0,White,Not rated,0
100,No,No,No,1,3.1,Orange,Average,9
600,No,No,No,2,0,White,Not rated,3
300,No,No,No,1,0,White,Not rated,2
700,No,Yes,No,2,3.1,Orange,Average,7
350,No,No,No,1,3.1,Orange,Average,9
350,No,No,No,1,2.9,Orange,Average,4
500,No,No,No,2,0,White,Not rated,1
300,No,No,No,1,0,White,Not rated,0
300,No,No,No,1,0,White,Not rated,0
200,No,No,No,1,0,White,Not rated,2
300,No,No,No,1,0,White,Not rated,1
350,No,No,No,1,0,White,Not rated,1
400,No,Yes,No,1,2.7,Orange,Average,28
800,No,No,No,2,2.7,Orange,Average,29
150,No,No,No,1,0,White,Not rated,0
400,No,No,No,1,0,White,Not rated,1
500,No,No,No,2,0,White,Not rated,0
100,No,No,No,1,0,White,Not rated,0
500,No,No,No,2,3,Orange,Average,6
500,Yes,No,No,2,3.3,Orange,Average,12
150,No,No,No,1,3.1,Orange,Average,19
100,No,No,No,1,3.1,Orange,Average,14
600,No,No,No,2,2.8,Orange,Average,11
1000,Yes,No,No,3,2.7,Orange,Average,70
400,No,No,No,1,3.1,Orange,Average,18
300,No,No,No,1,2.9,Orange,Average,14
500,No,No,No,2,2.7,Orange,Average,48
350,No,No,No,1,3.6,Yellow,Good,52
100,No,No,No,1,0,White,Not rated,1
200,No,No,No,1,0,White,Not rated,0
300,No,No,No,1,0,White,Not rated,0
400,No,No,No,1,0,White,Not rated,2
300,No,No,No,1,0,White,Not rated,0
350,No,No,No,1,0,White,Not rated,0
200,No,No,No,1,0,White,Not rated,1
100,No,No,No,1,0,White,Not rated,0
400,No,No,No,1,0,White,Not rated,0
500,No,No,No,2,0,White,Not rated,0
500,No,No,No,2,3,Orange,Average,4
550,No,No,No,2,0,White,Not rated,3
400,No,No,No,1,0,White,Not rated,0
600,No,No,No,2,0,White,Not rated,0
300,No,No,No,1,0,White,Not rated,1
300,No,No,No,1,0,White,Not rated,0
700,No,No,No,2,2.9,Orange,Average,10
350,No,No,No,1,3.1,Orange,Average,5
500,No,No,No,2,2.9,Orange,Average,4
550,No,No,No,2,2.9,Orange,Average,4
100,No,No,No,1,0,White,Not rated,0
400,No,No,No,1,0,White,Not rated,0
100,No,No,No,1,0,White,Not rated,1
350,No,No,No,1,0,White,Not rated,3
100,No,No,No,1,0,White,Not rated,2
200,No,No,No,1,0,White,Not rated,0
600,No,No,No,2,0,White,Not rated,0
700,No,No,No,2,3.2,Orange,Average,47
700,No,Yes,No,2,2.5,Orange,Average,79
200,No,No,No,1,3.5,Yellow,Good,29
250,No,No,No,1,0,White,Not rated,1
150,No,No,No,1,0,White,Not rated,0
500,No,Yes,No,2,2.7,Orange,Average,17
200,No,No,No,1,3,Orange,Average,9
250,No,No,No,1,3,Orange,Average,7
100,No,No,No,1,2.9,Orange,Average,5
300,No,No,No,1,3,Orange,Average,8
150,No,No,No,1,3.1,Orange,Average,15
450,No,No,No,1,2.9,Orange,Average,16
500,No,No,No,2,3,Orange,Average,4
400,No,No,No,1,0,White,Not rated,1
450,No,Yes,No,1,3,Orange,Average,10
600,No,No,No,2,2.9,Orange,Average,9
650,No,No,No,2,3.2,Orange,Average,24
550,No,Yes,No,2,3.4,Orange,Average,19
500,No,No,No,2,2.9,Orange,Average,8
450,No,No,No,1,3,Orange,Average,8
500,No,Yes,No,2,3.2,Orange,Average,39
300,No,No,No,1,3.1,Orange,Average,10
500,No,No,No,2,3.3,Orange,Average,17
500,No,Yes,No,2,3.4,Orange,Average,37
600,No,Yes,No,2,3.5,Yellow,Good,33
200,No,No,No,1,3.1,Orange,Average,9
800,No,No,No,2,0,White,Not rated,3
300,No,No,No,1,0,White,Not rated,2
450,No,No,No,1,0,White,Not rated,1
300,No,No,No,1,0,White,Not rated,0
150,No,No,No,1,0,White,Not rated,0
100,No,No,No,1,2.9,Orange,Average,4
550,No,No,No,2,3,Orange,Average,14
500,No,No,No,2,2.8,Orange,Average,13
400,No,No,No,1,2.8,Orange,Average,5
550,No,Yes,No,2,2.6,Orange,Average,12
550,No,No,No,2,3,Orange,Average,8
300,No,No,No,1,3.1,Orange,Average,7
600,No,No,No,2,3.1,Orange,Average,18
350,No,No,No,1,3,Orange,Average,22
400,No,No,No,1,3,Orange,Average,4
100,No,No,No,1,0,White,Not rated,0
300,No,No,No,1,0,White,Not rated,0
500,No,No,No,2,0,White,Not rated,0
300,No,No,No,1,0,White,Not rated,0
500,No,No,No,2,0,White,Not rated,3
500,No,No,No,2,0,White,Not rated,3
100,No,No,No,1,0,White,Not rated,0
200,No,No,No,1,0,White,Not rated,2
600,No,No,No,2,0,White,Not rated,1
700,No,No,No,2,3,Orange,Average,10
1400,Yes,No,No,3,3.1,Orange,Average,18
1900,Yes,No,No,3,3.3,Orange,Average,56
150,No,No,No,1,2.8,Orange,Average,14
150,No,No,No,1,3,Orange,Average,6
300,No,Yes,No,1,3.6,Yellow,Good,161
500,No,Yes,No,2,3.9,Yellow,Good,52
350,No,No,No,1,0,White,Not rated,1
250,No,No,No,1,0,White,Not rated,0
2500,Yes,No,No,4,2.5,Orange,Average,184
650,No,Yes,No,2,3.4,Orange,Average,33
300,No,Yes,No,1,3.3,Orange,Average,27
500,No,Yes,No,2,3.4,Orange,Average,327
450,No,No,No,1,3.2,Orange,Average,63
600,No,No,No,2,2.9,Orange,Average,16
1500,Yes,No,No,3,2.6,Orange,Average,92
600,No,No,No,2,3.3,Orange,Average,60
700,No,No,No,2,3.2,Orange,Average,17
500,No,No,No,2,3,Orange,Average,6
600,No,No,No,2,2.7,Orange,Average,14
700,No,Yes,No,2,2.6,Orange,Average,181
500,No,Yes,No,2,3.3,Orange,Average,150
100,No,No,No,1,3.1,Orange,Average,7
600,No,Yes,No,2,3.6,Yellow,Good,252
600,No,No,No,2,3.6,Yellow,Good,187
1000,Yes,Yes,No,3,1.8,Red,Poor,322
400,No,No,No,1,3.3,Orange,Average,114
550,No,Yes,No,2,3.2,Orange,Average,80
800,No,No,No,3,4.5,Dark Green,Excellent,280
1100,No,No,No,4,4.8,Dark Green,Excellent,415
2000,No,No,No,4,4.4,Green,Very Good,646
1500,No,No,No,4,3.5,Yellow,Good,1681
800,No,No,No,3,4.6,Dark Green,Excellent,302
1100,No,No,No,4,3.8,Yellow,Good,911
1400,No,No,No,4,4.3,Green,Very Good,2191
